dataset,session,file_index,file_name,duration_frame,duration_sec,frame_start,frame_stop,sec_start,sec_stop,sample_start,sample_stop,target_ID,num_active_sources,vad_ID_1,vad_ID_2,vad_ID_3,vad_ID_4,vad_ID_5,vad_ID_6,vad_ID_7,sim_rec,rt60,target_azi_deg,target_ele_deg,target_doa_dev_deg,mean_quart_x,mean_quart_y,mean_quart_z,mean_quart_w,std_quart_x,std_quart_y,std_quart_z,std_quart_w,target_dB,array_dB
D1,1,1,vad_D1_S1_M00,89,4.45,120,208,5.95,10.4,285601,499200,4,1,0,0,0,1,0,0,0,rec,0.645,3.71488513170098,6.72597130072793,14.3127061171882,-0.975388888888889,-0.0264777777777778,-0.109022222222222,-0.125155555555556,0.032743022052547,0.0139350240000743,0.133987923133274,0.03299196739525,-31.8433341476886,-50.0921644437648
D1,1,1,vad_D1_S1_M00,48,2.4,326,373,16.25,18.65,780001,895200,4,1,0,0,0,1,0,0,0,rec,0.645,2.88432874769483,-1.82418401117016,0.882784474728389,-0.987122448979592,-0.0588163265306123,-0.0377755102040816,-0.141816326530612,0.000439348621124904,0.000928113440169426,0.0141587212612969,0.00243818126708341,-29.9574061922932,-48.2232726614224
D1,1,1,vad_D1_S1_M00,24,1.2,392,415,19.55,20.75,938401,996000,4,1,0,0,0,1,0,0,0,rec,0.645,9.15276989866682,-1.38526083074909,0.800803372216321,-0.99532,-0.03072,-0.03824,-0.083,0.000627162924074226,0.00188237438713273,0.00813060063381954,0.0016583123951777,-33.1526988348871,-50.0705912384998
D1,1,1,vad_D1_S1_M00,43,2.15,455,497,22.7,24.85,1089601,1192800,4,1,0,0,0,1,0,0,0,rec,0.645,15.6854609651805,0.209992268682592,6.48388019085126,-0.996295454545454,-0.0194772727272727,-0.0542045454545455,-0.0310227272727273,0.00142371190995124,0.0078161688002875,0.0277040669883604,0.0490758732161119,-32.951618573262,-46.4796393129716
D1,1,1,vad_D1_S1_M00,28,1.4,978,1005,48.85,50.25,2344801,2412000,4,1,0,0,0,1,0,0,0,rec,0.645,20.8290655865191,-5.12329528641622,2.79675141107582,-0.992655172413793,-0.112344827586207,-0.0375172413793104,0.000793103448275864,0.00107822148761499,0.00848223295259385,0.00286132698554824,0.0236633823665306,-31.4647751697106,-49.2323025325219
D1,1,1,vad_D1_S1_M00,107,5.35,1,107,0,5.35,1,256800,6,1,0,0,0,0,0,1,0,rec,0.645,-7.78051031280415,-2.32226825477739,1.51252958714693,-0.991546296296296,-0.00920370370370371,-0.0211481481481482,0.126425925925926,0.00107984300744776,0.00493842318332038,0.00489671798308667,0.0163885095966107,-33.0343259276609,-48.4044729061765
D1,1,1,vad_D1_S1_M00,206,10.3,557,762,27.8,38.1,1334401,1828800,6,1,0,0,0,0,0,1,0,rec,0.645,-4.04157655629454,0.810030862378761,2.2128872453336,-0.986454106280193,-0.0264685990338164,-0.042975845410628,0.15380193236715,0.00179983010209761,0.0112162213264227,0.022595952815194,0.00651394293485217,-34.8780572197046,-49.0816120354087
D1,1,1,vad_D1_S1_M00,42,2.1,881,922,44,46.1,2112001,2212800,6,1,0,0,0,0,0,1,0,rec,0.645,-4.06265031797298,-2.60430922531705,3.23939341643895,-0.985209302325582,0.0338139534883721,-0.0278604651162791,0.161627906976744,0.00451746947461099,0.0138138229837492,0.00753588682602828,0.0320661691297512,-35.8842406551185,-49.8389149791883
D1,1,2,vad_D1_S1_M01,39,1.95,136,174,6.75,8.7,324001,417600,4,1,0,0,0,1,0,0,0,rec,0.645,1.31014371407959,1.24834267475214,1.07275049421617,-0.9872,-0.0308,-0.056225,-0.144975,0.000563869415688347,0.00436888767161385,0.0137495687578062,0.00402229364341368,-30.8455898495078,-48.9623031507487
D1,1,2,vad_D1_S1_M01,37,1.85,193,229,9.6,11.45,460801,549600,4,1,0,0,0,1,0,0,0,rec,0.645,3.30498305888,-1.20883351565599,0.323706089208101,-0.989868421052631,-0.0356842105263158,-0.0379473684210526,-0.132184210526316,0.000528693066404059,0.0010424830845188,0.000898869212175742,0.00285558024735349,-32.144403247009,-49.4988548159619
